t,q_ref_rad,q_meas_rad,qd_ref_rad_s,qd_meas_rad_s,e_rad,e_dot_rad_s,e_int,psi,psi_dot,kappa_delta,nussbaum_n,zeta,zeta_dot,u_cmd,u_aux,u_robust,u_fric,tail_activation,max_control_eff,current_from_u_raw,goal_current_raw,slew_boost,max_current_slew_eff_raw_s,present_current_raw,psi_hat_norm
0.508419,2.3647185327,2.2733595276,0.0441934299,-0.6679835144,0.0934641887,0.7121769443,0.0189104270,0.9164434307,3.0283545176,0.1719284632,0.4975829793,0.8880774147,0.0000000000,-0.0350197475,-0.0010590203,-0.0000000000,0.0003073417,1.0000000000,0.0350197475,-7.3541469762,2.338,1.000000,40.7674416119,1,0.0974241127
0.516746,2.3643108155,2.2748935084,0.0890668250,-0.6437769385,0.0914462024,0.7328437635,0.0196724787,0.9338539494,2.0892622429,0.1705794571,0.4975829793,0.8880774147,0.0000000000,-0.0350197475,-0.0010897523,-0.0000000000,0.0006177578,1.0000000000,0.0350197475,-7.3541469762,2.677,1.000000,40.7674416119,2,0.0974241127
0.525086,2.3642927992,2.2764274892,0.1348772921,-0.6084412897,0.0897828432,0.7433185818,0.0204206691,0.9417630888,0.9490967271,0.1697601038,0.4975829793,0.8880774147,0.0000000000,-0.0350197475,-0.0011053285,-0.0000000000,0.0009312337,1.0000000000,0.0350197475,-7.3541469762,3.017,1.000000,40.7674416119,2,0.0974241127
0.533422,2.3646769860,2.2794954508,0.1812291794,-0.5652414905,0.0869629222,0.7464706699,0.0211453601,0.9400293946,-0.2080433080,0.1691784297,0.4975829793,0.8880774147,0.0000000000,-0.0350197475,-0.0011100157,-0.0000000000,0.0012431926,1.0000000000,0.0350197475,-7.3541469762,3.357,1.000000,40.7674416119,3,0.0974241127
0.541761,2.3654727408,2.2825634124,0.2278426587,-0.5171388534,0.0845391175,0.7449815122,0.0218498527,0.9344212250,-0.6729803489,0.1688407946,0.4975829793,0.8880774147,0.0000000000,-0.0350197475,-0.0011078013,-0.0000000000,0.0015499826,1.0000000000,0.0350197475,-7.3541469762,3.697,1.000000,40.7674416119,3,0.0974241127
0.550088,2.3666843740,2.2856313739,0.2743123139,-0.4645893008,0.0825171766,0.7389016147,0.0225374959,0.9250038026,-1.1300906876,0.1687376331,0.4975829793,0.8880774147,0.0000000000,-0.0350197475,-0.0010987604,-0.0000000000,0.0018474214,1.0000000000,0.0350197475,-7.3541469762,4.036,1.000000,40.7674416119,4,0.0974241127
0.558505,2.3683357555,2.2886993355,0.3208570623,-0.4102363712,0.0809293005,0.7310934334,0.0232119067,0.9147071017,-1.2356041069,0.1687032570,0.4975829793,0.8880774147,0.0000000000,-0.0350197475,-0.0010871495,-0.0000000000,0.0021356128,1.0000000000,0.0350197475,-7.3541469762,4.376,1.000000,40.7674416119,3,0.0974241127
0.566761,2.3703730322,2.2933012779,0.3657698380,-0.3564777765,0.0781952119,0.7222476145,0.0238635335,0.9010739188,-1.6359819552,0.1685346356,0.4975829793,0.8880774147,0.0000000000,-0.0350197475,-0.0010739956,-0.0000000000,0.0024034163,1.0000000000,0.0350197475,-7.3541469762,4.716,1.000000,40.7674416119,2,0.0974241127
0.575093,2.3728450594,2.2979032203,0.4100003331,-0.3010282356,0.0758905448,0.7110285687,0.0244959547,0.8859014023,-1.8207019772,0.1684547400,0.4975829793,0.8880774147,0.0000000000,-0.0350197475,-0.0010573127,-0.0000000000,0.0026564627,1.0000000000,0.0350197475,-7.3541469762,5.055,1.000000,40.7674416119,5,0.0974241127
0.583428,2.3757306862,2.3025051626,0.4528118699,-0.2462750052,0.0740016717,0.6990868751,0.0251126353,0.8708164839,-1.8101902071,0.1683747487,0.4975829793,0.8880774147,0.0000000000,-0.0350197475,-0.0010395551,-0.0000000000,0.0028906987,1.0000000000,0.0350197475,-7.3541469762,5.395,1.000000,40.7674416119,3,0.0974241127
