t,q_ref_rad,q_meas_rad,qd_ref_rad_s,qd_meas_rad_s,e_rad,e_dot_rad_s,e_int,psi,psi_dot,kappa_delta,nussbaum_n,zeta,zeta_dot,u_cmd,u_aux,u_robust,u_fric,tail_activation,max_control_eff,current_from_u_raw,goal_current_raw,slew_boost,max_current_slew_eff_raw_s,present_current_raw,psi_hat_norm
0.525322,2.3573160138,2.3101750666,-2.9221673531,0.5042179167,0.0449453838,-3.4263852698,0.0953991283,-3.2419023796,-5.2641727949,0.0000000373,0.5068598890,0.9070348866,0.0000000000,0.1873039290,0.1722394363,0.0000000000,-0.0174665746,0.3957923551,0.1873039290,39.3338250913,6.784,1.000000,167.6459008032,9,0.0560997019
0.533408,2.3347093100,2.3316507976,-2.6588397371,0.6498569666,0.0002287791,-3.3086967037,0.0953991283,-3.2133896427,3.4215284275,0.0000000555,0.5068598890,0.9070348866,0.0000000000,0.1873039290,0.1663234022,0.0000000000,-0.0173720321,0.0000000000,0.1873039290,39.3338250913,5.387,1.000000,167.6459008032,8,0.0560997019
0.541751,2.3138851700,2.3546605094,-2.3225709045,0.7918127682,-0.0442232042,-3.1143836727,0.0950306016,-3.1080911299,12.6358215355,0.0000001247,0.5068598890,0.9070348866,0.0000000000,0.1873039290,0.1565555669,0.0000000000,-0.0171612529,0.3715752521,0.1873039290,39.3338250913,3.990,1.000000,167.6459008032,6,0.0560997019
0.550090,2.2961217506,2.3761362404,-1.9292235373,0.9268049057,-0.0840501636,-2.8560284430,0.0943301836,-2.9298569752,21.3880985600,0.0000003859,0.5068598890,0.9070348866,0.0000000000,0.1873039290,0.1435684228,0.0000000000,-0.0166808258,1.0000000000,0.1873039290,39.3338250913,2.593,1.000000,167.6459008032,5,0.0560997019
0.558430,2.2818407711,2.3991459523,-1.4882027122,1.0535726434,-0.1218928516,-2.5417753556,0.0933144098,-2.6920813842,28.5330709285,0.0000014447,0.5068598890,0.9070348866,0.0000000000,0.1873039290,0.1277713742,0.0000000000,-0.0155549500,1.0000000000,0.1873039290,39.3338250913,1.196,1.000000,167.6459008032,3,0.0560997019
0.566703,2.2714681046,2.4175537217,-1.0144941113,1.1709486487,-0.1511843889,-2.1854427600,0.0920545399,-2.3954158955,35.5998586383,0.0000060221,0.5068598890,0.9070348866,0.0000000000,0.1873039290,0.1098590495,0.0000000000,-0.0130079766,1.0000000000,0.1873039290,39.3338250913,-0.201,1.000000,167.6459008032,1,0.0560997019
0.575091,2.2650648138,2.4374954720,-0.5090811417,1.2796287187,-0.1780026659,-1.7887098604,0.0905711843,-2.0536400190,41.0131051823,0.0000248877,0.5068598890,0.9070348866,0.0000000000,0.1873039290,0.0899158600,0.0000000000,-0.0077931676,1.0000000000,0.1873039290,39.3338250913,-1.598,1.000000,167.6459008032,1,0.0560997019
0.583416,2.2629627584,2.4543692606,0.0051228963,1.3767038084,-0.1974012131,-1.3715809121,0.0889261742,-1.6768320663,45.2169543196,0.0000927572,0.5068598890,0.9070348866,0.0000000000,0.1873039290,0.0689473905,0.0000000000,0.0000842378,1.0000000000,0.1873039290,39.3338250913,-2.996,1.000000,167.6459008032,8,0.0560997019
0.591750,2.2651546966,2.4651071261,0.5197828310,1.4594803926,-0.2063075823,-0.9396975616,0.0872069444,-1.2644195392,49.4895032525,0.0003003022,0.5068598890,0.9090968961,0.2474411434,0.1549486879,0.0472372385,0.0000000000,0.0079340760,1.0000000000,0.1873039290,32.5392244528,-4.393,1.000000,167.6459008032,0,0.0558271938
0.600307,2.2718195627,2.4758449916,1.0347075805,1.5290177923,-0.2106833749,-0.4943102118,0.0854512496,-0.8295041924,52.1898416168,0.0007996413,0.5078236333,0.9099793135,0.1058900795,0.1037976087,0.0248482601,0.0000000000,0.0131570392,1.0000000000,0.1873039290,21.7974978358,-5.790,1.000000,167.6459008032,3,0.0556448119
